,city,date,fare,ride_id,driver_count,type
53,Wiseborough,2016-10-29 19:14:58,13.85,8841221112569,55,Urban
54,Wiseborough,2016-02-23 02:21:54,4.06,5772409201337,55,Urban
55,Wiseborough,2016-07-01 03:59:01,8.28,1126926512034,55,Urban
56,Wiseborough,2016-11-26 17:24:18,7.42,6768638420259,55,Urban
57,Wiseborough,2016-04-16 02:07:17,20.76,524254681858,55,Urban
58,Wiseborough,2016-02-20 05:53:20,43.92,7954163272527,55,Urban
59,Wiseborough,2016-02-19 08:39:36,33.78,7193050849941,55,Urban
60,Wiseborough,2016-03-27 06:05:57,32.29,9245768795961,55,Urban
61,Wiseborough,2016-04-28 16:54:26,41.3,3103317541017,55,Urban
62,Wiseborough,2016-08-31 07:06:32,14.63,338183692591,55,Urban
63,Wiseborough,2016-11-04 01:13:18,15.13,9044220272305,55,Urban
64,Wiseborough,2016-10-09 11:04:39,12.01,4475525539506,55,Urban
65,Wiseborough,2016-05-24 00:45:50,4.74,8941891433572,55,Urban
66,Wiseborough,2016-07-08 00:43:05,30.94,8676089786481,55,Urban
67,Wiseborough,2016-01-21 15:43:03,18.28,9676818789300,55,Urban
68,Spencertown,2016-07-31 14:53:22,6.87,2242596575892,68,Urban
69,Spencertown,2016-07-12 02:52:31,31.39,754749022068,68,Urban
70,Spencertown,2016-06-13 03:01:05,25.91,7414420703015,68,Urban
71,Spencertown,2016-01-16 18:28:03,35.59,7002933670322,68,Urban
72,Spencertown,2016-08-11 12:33:41,12.76,452574991633,68,Urban
73,Spencertown,2016-06-14 16:52:30,8.58,8124141597846,68,Urban
74,Spencertown,2016-10-01 19:56:45,11.43,6593096228570,68,Urban
75,Spencertown,2016-05-10 04:55:12,5.13,3220127429066,68,Urban
76,Spencertown,2016-05-24 21:33:23,31.76,8578989365776,68,Urban
77,Spencertown,2016-02-12 21:25:07,30.82,8226614157011,68,Urban
78,Spencertown,2016-02-07 12:18:49,44.67,6135648364857,68,Urban
79,Spencertown,2016-03-28 06:14:53,42.67,1235393133175,68,Urban
80,Spencertown,2016-07-23 00:02:35,7.74,8390473678960,68,Urban
81,Spencertown,2016-03-04 07:28:42,44.15,2928794971925,68,Urban
82,Spencertown,2016-01-05 03:19:07,34.86,6293710331593,68,Urban
83,Spencertown,2016-02-02 16:49:37,5.85,3835492237132,68,Urban
84,Spencertown,2016-06-24 02:33:35,27.18,5097000600311,68,Urban
85,Spencertown,2016-02-16 02:44:41,21.21,5915074013717,68,Urban
86,Spencertown,2016-06-07 06:22:35,36.33,8193208226845,68,Urban
87,Spencertown,2016-10-06 08:07:19,38.31,2975852913465,68,Urban
88,Spencertown,2016-01-28 01:07:32,30.2,4594107221100,68,Urban
89,Spencertown,2016-05-17 16:18:48,34.05,4420491857291,68,Urban
90,Spencertown,2016-03-26 07:05:57,24.14,866422129879,68,Urban
91,Spencertown,2016-08-25 14:12:28,11.93,7467069564011,68,Urban
92,Spencertown,2016-07-19 19:03:15,7.39,2426400472885,68,Urban
93,Spencertown,2016-11-22 10:05:47,4.79,2729162668443,68,Urban
94,Nguyenbury,2016-07-09 04:42:44,6.28,1543057793673,8,Urban
95,Nguyenbury,2016-11-08 19:22:04,19.49,1702803950740,8,Urban
96,Nguyenbury,2016-03-19 13:08:09,35.07,9198401002936,8,Urban
97,Nguyenbury,2016-05-12 15:57:15,41.63,224683791660,8,Urban
98,Nguyenbury,2016-04-07 06:59:51,19.01,4648481871830,8,Urban
99,Nguyenbury,2016-08-07 23:33:46,32.21,3306944846771,8,Urban
100,Nguyenbury,2016-09-20 10:38:34,42.5,8781676059272,8,Urban
101,Nguyenbury,2016-02-28 06:07:06,8.41,8576716154877,8,Urban
102,Nguyenbury,2016-09-06 15:59:19,30.56,2565292468986,8,Urban
103,Nguyenbury,2016-07-16 16:37:52,26.6,5120625496769,8,Urban
104,Nguyenbury,2016-01-20 07:53:17,25.89,2805130709001,8,Urban
105,Nguyenbury,2016-11-22 09:02:03,24.25,1641315974809,8,Urban
106,Nguyenbury,2016-01-14 06:31:19,20.0,4202150880679,8,Urban
107,Nguyenbury,2016-09-25 18:02:52,29.26,611136524935,8,Urban
108,Nguyenbury,2016-07-06 23:10:48,43.1,2841412100555,8,Urban
109,Nguyenbury,2016-09-29 01:55:33,30.59,8786628417247,8,Urban
110,Nguyenbury,2016-10-25 21:23:47,8.06,1015587735046,8,Urban
111,Nguyenbury,2016-09-15 22:17:37,43.94,1496477275734,8,Urban
112,Nguyenbury,2016-03-31 12:51:23,5.77,4990317147511,8,Urban
113,Nguyenbury,2016-09-29 23:40:50,35.73,1542525861890,8,Urban
114,Nguyenbury,2016-01-30 13:17:52,33.43,6262269338025,8,Urban
115,Nguyenbury,2016-08-30 04:06:45,7.03,6218370015522,8,Urban
116,Nguyenbury,2016-02-11 00:31:30,37.16,6698671779345,8,Urban
117,Nguyenbury,2016-11-29 13:10:42,5.75,3041057850290,8,Urban
118,Nguyenbury,2016-01-23 11:39:17,39.29,2341137532544,8,Urban
119,Nguyenbury,2016-01-27 07:00:28,22.38,7425425924510,8,Urban
120,New Jeffrey,2016-02-22 18:36:25,36.01,9757888452346,58,Urban
121,New Jeffrey,2016-03-20 00:51:56,38.49,1577200130190,58,Urban
122,New Jeffrey,2016-05-17 08:07:38,21.4,644161168324,58,Urban
123,New Jeffrey,2016-07-01 22:39:48,34.02,3643931487976,58,Urban
124,New Jeffrey,2016-09-28 06:19:36,18.42,2257564362688,58,Urban
125,New Jeffrey,2016-06-06 14:29:52,34.35,722026316506,58,Urban
126,New Jeffrey,2016-09-18 19:55:58,7.43,4288021026421,58,Urban
127,New Jeffrey,2016-06-24 16:08:05,23.68,7970907541780,58,Urban
128,New Jeffrey,2016-02-08 07:15:56,22.33,7579778428567,58,Urban
129,New Jeffrey,2016-04-04 20:56:24,32.9,1582414721140,58,Urban
130,New Jeffrey,2016-08-09 04:33:27,23.89,3796137221063,58,Urban
131,New Jeffrey,2016-02-07 10:10:52,9.87,4457436957709,58,Urban
132,New Jeffrey,2016-10-28 13:36:03,5.91,7690893049922,58,Urban
133,New Jeffrey,2016-02-18 06:10:49,7.52,4932992774958,58,Urban
134,New Jeffrey,2016-09-24 16:09:04,27.65,4111808807015,58,Urban
135,New Jeffrey,2016-10-10 19:40:36,25.22,1807362483101,58,Urban
136,New Jeffrey,2016-01-08 05:09:06,28.38,6595031872695,58,Urban
137,New Jeffrey,2016-08-27 09:10:15,23.71,635588705674,58,Urban
138,New Jeffrey,2016-08-25 16:19:11,27.4,4753289596493,58,Urban
139,New Jeffrey,2016-04-14 01:43:28,31.47,917693513796,58,Urban
140,New Jeffrey,2016-01-25 08:30:57,34.01,6559731736480,58,Urban
141,New Jeffrey,2016-11-06 23:32:45,18.1,8778146704138,58,Urban
142,New Jeffrey,2016-11-07 07:30:44,43.51,2707900923917,58,Urban
143,New Jeffrey,2016-04-17 01:14:26,6.14,8594963223597,58,Urban
144,New Jeffrey,2016-09-22 23:52:38,21.44,8763732577685,58,Urban
145,Port Johnstad,2016-06-07 02:39:58,17.15,4352278259335,22,Urban
146,Port Johnstad,2016-11-19 02:08:55,34.47,3218497808314,22,Urban
147,Port Johnstad,2016-08-21 08:03:31,15.92,4308926263704,22,Urban
148,Port Johnstad,2016-08-27 18:09:13,22.48,9410972024170,22,Urban
149,Port Johnstad,2016-05-26 05:12:55,40.24,2895967596189,22,Urban
150,Port Johnstad,2016-09-29 11:48:24,35.67,9849036104754,22,Urban
151,Port Johnstad,2016-10-14 10:57:22,19.6,2812460233557,22,Urban
152,Port Johnstad,2016-11-06 21:03:01,10.58,8042275432980,22,Urban
153,Port Johnstad,2016-02-25 07:35:16,9.95,5086886868724,22,Urban
154,Port Johnstad,2016-10-02 02:55:07,39.86,1209365971911,22,Urban
155,Port Johnstad,2016-01-20 15:00:10,9.6,2857287921157,22,Urban
156,Port Johnstad,2016-01-09 16:42:29,21.06,6439049152311,22,Urban
157,Port Johnstad,2016-05-13 06:40:11,38.87,3050697074010,22,Urban
158,Port Johnstad,2016-10-22 02:57:11,8.7,4904042415715,22,Urban
159,Port Johnstad,2016-09-12 01:35:23,42.82,7838555100226,22,Urban
160,Port Johnstad,2016-03-24 23:17:39,31.35,9416891770785,22,Urban
161,Port Johnstad,2016-10-16 11:44:00,15.35,4659721632739,22,Urban
162,Port Johnstad,2016-08-15 19:53:53,4.05,627410504531,22,Urban
163,Port Johnstad,2016-02-15 19:16:55,38.17,8325139734643,22,Urban
164,Port Johnstad,2016-07-07 06:38:37,39.79,5155175797127,22,Urban
165,Port Johnstad,2016-04-18 06:40:54,8.62,5060475517026,22,Urban
166,Port Johnstad,2016-07-20 15:46:25,15.14,1886783680375,22,Urban
167,Port Johnstad,2016-04-15 18:08:54,26.23,6079615958093,22,Urban
168,Port Johnstad,2016-10-19 13:57:36,39.44,8062450865976,22,Urban
169,Port Johnstad,2016-09-07 11:05:29,39.43,3601497356525,22,Urban
170,Port Johnstad,2016-01-26 18:19:49,39.14,6195088092413,22,Urban
171,Port Johnstad,2016-07-09 19:59:09,30.87,2642194942339,22,Urban
172,Port Johnstad,2016-05-04 10:44:56,33.64,664048536800,22,Urban
173,Port Johnstad,2016-10-19 06:35:29,28.5,3437920874423,22,Urban
174,Port Johnstad,2016-03-13 13:43:55,30.04,8952976156323,22,Urban
175,Port Johnstad,2016-06-22 07:30:32,35.35,1751633231390,22,Urban
176,Port Johnstad,2016-07-14 08:16:32,5.97,1910592368893,22,Urban
177,Port Johnstad,2016-07-22 11:27:31,10.88,1261252469017,22,Urban
178,Port Johnstad,2016-11-01 20:52:15,41.09,9067296393743,22,Urban
179,Jacobfort,2016-09-20 20:58:37,22.98,1500221409082,52,Urban
180,Jacobfort,2016-06-12 17:01:29,34.47,4135673527977,52,Urban
181,Jacobfort,2016-09-17 12:38:58,38.25,2182376146051,52,Urban
182,Jacobfort,2016-06-23 10:30:26,16.24,1221562985836,52,Urban
183,Jacobfort,2016-03-13 23:58:48,13.72,3114245954411,52,Urban
184,Jacobfort,2016-07-19 12:38:21,43.64,9414931729816,52,Urban
185,Jacobfort,2016-07-20 15:44:50,21.57,8210929698932,52,Urban
186,Jacobfort,2016-05-27 12:40:15,38.52,3063194571395,52,Urban
187,Jacobfort,2016-11-15 14:39:20,10.12,2624500477551,52,Urban
188,Jacobfort,2016-08-08 12:21:06,16.87,2839360764097,52,Urban
189,Jacobfort,2016-07-19 22:19:09,20.36,3067221287778,52,Urban
190,Jacobfort,2016-10-20 15:51:33,21.31,116694245921,52,Urban
191,Jacobfort,2016-09-18 04:50:40,9.6,7250657864255,52,Urban
192,Jacobfort,2016-10-09 19:57:22,31.35,8006166614886,52,Urban
193,Jacobfort,2016-11-18 16:19:23,37.31,6743283573826,52,Urban
194,Jacobfort,2016-11-10 05:11:59,22.1,3637540357249,52,Urban
195,Jacobfort,2016-01-05 15:34:29,7.75,25236397335,52,Urban
196,Jacobfort,2016-06-21 12:12:40,32.99,696966852168,52,Urban
197,Jacobfort,2016-10-04 03:20:40,26.17,6424356637958,52,Urban
198,Jacobfort,2016-05-25 10:21:02,36.1,2594859286466,52,Urban
199,Jacobfort,2016-06-11 06:51:02,16.61,2632232360911,52,Urban
200,Jacobfort,2016-07-15 21:56:18,8.32,5033005722931,52,Urban
201,Jacobfort,2016-05-14 18:47:57,34.02,2900685643999,52,Urban
202,Jacobfort,2016-03-02 21:38:33,20.25,5099142911522,52,Urban
203,Jacobfort,2016-09-29 10:25:45,29.05,6187475000682,52,Urban
204,Jacobfort,2016-02-29 18:17:33,24.45,3007209176373,52,Urban
205,Jacobfort,2016-11-14 14:42:01,12.04,891660595247,52,Urban
206,Jacobfort,2016-11-07 00:55:38,34.54,5279022168233,52,Urban
207,Jacobfort,2016-10-27 17:53:55,14.99,9619449467230,52,Urban
208,Jacobfort,2016-08-07 04:38:32,35.09,8645956613601,52,Urban
209,Jacobfort,2016-06-04 22:31:57,37.38,906007537108,52,Urban
210,Travisville,2016-01-15 17:32:02,27.39,850152768361,37,Urban
211,Travisville,2016-03-01 19:20:31,33.99,3329473853492,37,Urban
212,Travisville,2016-10-16 19:55:33,25.52,2615527029618,37,Urban
213,Travisville,2016-08-05 08:01:53,17.8,6636226910096,37,Urban
214,Travisville,2016-03-29 11:14:46,12.26,2806178553809,37,Urban
215,Travisville,2016-10-28 09:02:18,35.69,6801310456815,37,Urban
216,Travisville,2016-06-17 09:02:35,19.79,601668747551,37,Urban
217,Travisville,2016-05-28 00:34:28,36.69,895087034808,37,Urban
218,Travisville,2016-08-06 13:51:35,9.49,354900510092,37,Urban
219,Travisville,2016-10-11 01:02:18,43.96,1077877764402,37,Urban
220,Travisville,2016-01-26 11:47:27,13.02,443583741708,37,Urban
221,Travisville,2016-11-11 18:51:10,44.62,4731700066756,37,Urban
222,Travisville,2016-09-25 07:58:14,29.28,4285150865112,37,Urban
223,Travisville,2016-08-12 01:58:07,19.44,1054705169424,37,Urban
224,Travisville,2016-01-16 09:31:47,19.91,8453546907371,37,Urban
225,Travisville,2016-02-14 22:53:54,27.89,286759106488,37,Urban
226,Travisville,2016-03-12 19:18:17,44.07,7648191284026,37,Urban
227,Travisville,2016-01-20 21:31:40,4.95,5910932409152,37,Urban
228,Travisville,2016-08-04 20:22:04,26.48,1138195197737,37,Urban
229,Travisville,2016-05-09 18:15:34,36.37,1008612838645,37,Urban
230,Travisville,2016-05-11 13:05:08,42.99,4784056438609,37,Urban
231,Travisville,2016-04-15 12:13:21,15.03,8140799265043,37,Urban
232,Travisville,2016-09-25 03:51:39,39.45,2448021188839,37,Urban
233,Sandymouth,2016-11-16 07:27:00,21.61,2389035050524,11,Urban
234,Sandymouth,2016-10-03 05:05:10,20.3,9267605063828,11,Urban
235,Sandymouth,2016-03-07 23:43:54,5.72,7962314626945,11,Urban
236,Sandymouth,2016-04-10 14:31:57,5.42,4362223791636,11,Urban
237,Sandymouth,2016-08-21 01:56:37,35.97,1976034846787,11,Urban
238,Sandymouth,2016-06-27 13:58:28,38.59,1270700271874,11,Urban
239,Sandymouth,2016-07-01 00:43:08,37.75,8238112205033,11,Urban
240,Sandymouth,2016-05-03 00:51:33,30.58,5314417879933,11,Urban
241,Sandymouth,2016-11-24 10:24:04,41.22,2824348332856,11,Urban
242,Sandymouth,2016-07-09 10:53:26,12.89,8169883635876,11,Urban
243,Sandymouth,2016-01-06 13:48:59,20.21,1266325094530,11,Urban
244,Sandymouth,2016-08-03 04:30:26,8.22,2541218396175,11,Urban
245,Sandymouth,2016-01-12 22:04:33,43.97,8994132665577,11,Urban
246,Sandymouth,2016-04-16 23:11:25,33.4,1387595438319,11,Urban
247,Sandymouth,2016-09-22 14:12:19,26.58,7813909933026,11,Urban
248,Sandymouth,2016-09-05 01:04:12,13.46,2697933296341,11,Urban
249,Sandymouth,2016-10-27 09:17:37,30.09,8174499856973,11,Urban
250,Sandymouth,2016-04-16 21:26:28,24.02,3833355148717,11,Urban
251,Sandymouth,2016-01-19 11:06:07,39.95,638144131559,11,Urban
252,Sandymouth,2016-01-08 11:47:48,4.2,2476311410315,11,Urban
253,Sandymouth,2016-02-11 09:48:44,17.1,4215411434139,11,Urban
254,Sandymouth,2016-03-08 21:39:26,13.4,1500658605255,11,Urban
255,Sandymouth,2016-10-21 16:57:01,4.76,6963610460845,11,Urban
256,Sandymouth,2016-10-22 11:31:08,36.53,9225871763811,11,Urban
257,Sandymouth,2016-07-28 18:03:58,4.26,297870556755,11,Urban
258,Sandymouth,2016-11-10 10:12:00,29.77,5102585552877,11,Urban
259,Sandymouth,2016-04-25 17:56:42,23.89,2912261745379,11,Urban
260,New Andreamouth,2016-04-11 07:20:48,7.72,9992929847990,42,Urban
261,New Andreamouth,2016-11-18 15:01:25,17.64,8669842502879,42,Urban
262,New Andreamouth,2016-08-22 06:59:40,43.14,5027353344310,42,Urban
263,New Andreamouth,2016-08-23 23:45:29,23.05,4340058285247,42,Urban
264,New Andreamouth,2016-01-02 02:30:39,18.51,4484116538552,42,Urban
265,New Andreamouth,2016-11-28 01:14:54,33.11,231866596752,42,Urban
266,New Andreamouth,2016-01-10 16:33:50,41.15,8727097965242,42,Urban
267,New Andreamouth,2016-11-05 02:09:24,41.26,6728388446206,42,Urban
268,New Andreamouth,2016-04-22 22:08:42,22.91,6084763532804,42,Urban
269,New Andreamouth,2016-09-13 22:56:38,11.52,1526853307336,42,Urban
270,New Andreamouth,2016-06-18 20:26:50,25.75,7119748158669,42,Urban
271,New Andreamouth,2016-02-21 09:17:08,14.71,8984195156310,42,Urban
272,New Andreamouth,2016-04-04 05:44:46,6.85,5862442002722,42,Urban
273,New Andreamouth,2016-08-13 19:53:00,34.0,3050335286546,42,Urban
274,New Andreamouth,2016-07-11 18:21:11,30.28,682856351569,42,Urban
275,New Andreamouth,2016-04-30 12:02:59,35.68,6002483006290,42,Urban
276,New Andreamouth,2016-11-09 02:57:53,21.42,3157277251707,42,Urban
277,New Andreamouth,2016-05-24 01:44:59,17.03,3476204894474,42,Urban
278,New Andreamouth,2016-03-08 11:59:08,5.09,9657020276475,42,Urban
279,New Andreamouth,2016-11-09 19:19:07,37.22,3986560585683,42,Urban
280,New Andreamouth,2016-03-12 15:09:29,18.33,1653669562403,42,Urban
281,New Andreamouth,2016-10-15 07:28:43,30.43,9150752827460,42,Urban
282,New Andreamouth,2016-10-28 22:00:03,39.74,4695818152421,42,Urban
283,New Andreamouth,2016-01-18 07:04:51,26.08,6981699421038,42,Urban
284,New Andreamouth,2016-01-15 08:09:01,12.29,9016835555517,42,Urban
285,New Andreamouth,2016-10-16 12:36:53,38.23,9554694502513,42,Urban
286,New Andreamouth,2016-10-26 13:34:45,34.01,2638675141582,42,Urban
287,New Andreamouth,2016-02-22 18:51:27,11.92,5787493616752,42,Urban
288,New Christine,2016-09-13 15:06:42,24.89,7918411468537,22,Urban
289,New Christine,2016-01-26 13:18:17,23.52,1415478418209,22,Urban
290,New Christine,2016-02-22 12:18:36,25.21,9932058462800,22,Urban
291,New Christine,2016-05-29 15:42:22,14.9,3593553821248,22,Urban
292,New Christine,2016-06-30 04:33:50,17.33,725597058295,22,Urban
293,New Christine,2016-03-01 06:47:21,35.53,810508508188,22,Urban
294,New Christine,2016-05-11 04:37:45,44.62,1328358663685,22,Urban
295,New Christine,2016-04-26 04:02:21,20.22,1666833205730,22,Urban
296,New Christine,2016-07-10 23:25:52,32.66,5930334244342,22,Urban
297,New Christine,2016-06-11 05:38:18,17.3,1668251990649,22,Urban
298,New Christine,2016-08-07 00:57:04,20.9,7681603470594,22,Urban
299,New Christine,2016-07-23 19:47:04,23.21,4121336530941,22,Urban
300,New Christine,2016-01-15 07:10:13,31.88,5142795097430,22,Urban
301,New Christine,2016-10-26 19:33:26,19.39,6502423153553,22,Urban
302,New Christine,2016-02-26 13:36:35,26.36,4108010411185,22,Urban
303,New Christine,2016-10-19 21:37:20,9.45,4521237285955,22,Urban
304,New Christine,2016-09-13 18:22:18,13.71,877163752592,22,Urban
305,New Christine,2016-09-23 11:29:15,22.01,7556716897913,22,Urban
306,New Christine,2016-02-26 18:57:25,11.55,7847311968284,22,Urban
307,New Christine,2016-09-30 05:09:31,36.04,6891426419255,22,Urban
308,New Christine,2016-03-01 12:45:29,38.17,1336892846655,22,Urban
309,New Christine,2016-07-16 04:10:39,22.62,2709317524893,22,Urban
310,Stewartview,2016-03-29 05:15:56,23.88,6778235889588,49,Urban
311,Stewartview,2016-10-15 05:26:40,11.74,8402784599831,49,Urban
312,Stewartview,2016-06-30 23:03:42,15.58,2449180773119,49,Urban
313,Stewartview,2016-05-29 22:39:17,39.36,4912899618265,49,Urban
314,Stewartview,2016-10-27 13:17:27,37.12,3869246419390,49,Urban
315,Stewartview,2016-01-30 04:01:09,6.28,1190676544959,49,Urban
316,Stewartview,2016-02-03 07:47:55,14.78,8863628427671,49,Urban
317,Stewartview,2016-02-11 13:11:56,35.86,7768012346389,49,Urban
318,Stewartview,2016-01-01 09:25:05,6.83,7890904538401,49,Urban
319,Stewartview,2016-02-28 04:05:02,13.46,4418289190361,49,Urban
320,Stewartview,2016-04-08 09:00:30,17.49,2596893152844,49,Urban
321,Stewartview,2016-04-12 13:56:36,28.57,3732939945486,49,Urban
322,Stewartview,2016-05-20 05:27:00,41.88,6121217268138,49,Urban
323,Stewartview,2016-11-25 09:06:55,18.7,9764269992681,49,Urban
324,Stewartview,2016-01-29 19:50:01,4.44,2111948561336,49,Urban
325,Stewartview,2016-06-09 15:27:35,31.44,2080891383237,49,Urban
326,Stewartview,2016-06-11 14:17:52,19.07,4918593974287,49,Urban
327,Stewartview,2016-11-21 23:28:29,29.28,2584021940906,49,Urban
328,Stewartview,2016-05-16 17:50:09,30.59,537026942569,49,Urban
329,Stewartview,2016-02-13 04:06:03,31.08,5158043342740,49,Urban
330,Stewartview,2016-07-13 19:19:42,9.01,2316598025485,49,Urban
331,Stewartview,2016-03-28 07:23:44,14.43,7792915977807,49,Urban
332,Stewartview,2016-10-17 18:43:37,15.78,6853080022271,49,Urban
333,Stewartview,2016-06-10 14:50:02,31.47,5397544665778,49,Urban
334,Stewartview,2016-04-06 18:53:33,15.19,7699101110164,49,Urban
335,Stewartview,2016-08-31 11:18:21,20.02,2050328864974,49,Urban
336,Stewartview,2016-02-08 17:08:49,43.91,3939447683194,49,Urban
337,Stewartview,2016-03-30 10:06:54,15.35,3009186281019,49,Urban
338,Stewartview,2016-04-10 01:26:26,11.93,8887064721766,49,Urban
339,Stewartview,2016-10-10 06:20:58,13.9,4005866140934,49,Urban
340,Rodriguezburgh,2016-09-05 05:20:39,4.54,9650770953139,52,Urban
341,Rodriguezburgh,2016-11-21 10:41:56,26.13,6513545702246,52,Urban
342,Rodriguezburgh,2016-05-22 21:34:07,8.83,5135321621391,52,Urban
343,Rodriguezburgh,2016-10-07 11:09:50,25.19,7709877217148,52,Urban
344,Rodriguezburgh,2016-06-11 21:01:35,27.66,6959463827218,52,Urban
345,Rodriguezburgh,2016-04-24 03:23:58,18.91,9058168986279,52,Urban
346,Rodriguezburgh,2016-02-28 23:49:42,9.86,1782129061191,52,Urban
347,Rodriguezburgh,2016-05-30 18:12:29,14.51,8432927570571,52,Urban
348,Rodriguezburgh,2016-07-16 10:59:02,21.65,8523432027817,52,Urban
349,Rodriguezburgh,2016-02-11 04:21:35,10.0,2360618585510,52,Urban
350,Rodriguezburgh,2016-02-04 21:02:09,16.11,5860744065476,52,Urban
351,Rodriguezburgh,2016-08-30 17:34:28,5.95,2219845196542,52,Urban
352,Rodriguezburgh,2016-04-17 14:08:37,17.7,9033019675069,52,Urban
353,Rodriguezburgh,2016-05-15 08:56:20,22.06,784852603359,52,Urban
354,Rodriguezburgh,2016-12-02 08:18:15,37.91,3149300400862,52,Urban
355,Rodriguezburgh,2016-06-03 15:45:27,36.07,3484370547285,52,Urban
356,Rodriguezburgh,2016-02-15 06:46:41,20.76,7111332837189,52,Urban
357,Rodriguezburgh,2016-04-23 03:18:27,19.7,411248132468,52,Urban
358,Rodriguezburgh,2016-02-19 04:34:57,34.56,7700761099192,52,Urban
359,Rodriguezburgh,2016-08-21 23:47:37,13.49,4674261522531,52,Urban
360,Rodriguezburgh,2016-11-23 11:12:21,20.32,7880452100175,52,Urban
361,Rodriguezburgh,2016-06-30 14:48:54,35.86,3609361523059,52,Urban
362,Rodriguezburgh,2016-03-11 11:58:09,42.88,9130331181244,52,Urban
363,West Sydneyhaven,2016-08-02 21:18:44,12.87,7994760397230,70,Urban
364,West Sydneyhaven,2016-08-23 14:49:59,36.12,5885997568611,70,Urban
365,West Sydneyhaven,2016-10-16 09:38:42,5.07,3086950951569,70,Urban
366,West Sydneyhaven,2016-08-06 19:00:42,16.35,2843507224931,70,Urban
367,West Sydneyhaven,2016-04-08 01:17:32,20.06,4856099661860,70,Urban
